Id,RAKE_Word_Scores
85180,"{'strong': 8.062, 'welcome': 4.062, 'weak': 4.062, 'strength': 4.062, 'opener': 4.062, 'large': 4.062, 'hope': 4.062, 'heart': 4.062, 'goodness': 4.062, 'glass': 4.062, 'ginger': 4.062, 'eye': 4.062, 'enjoy': 4.062, 'dillute': 4.062, 'cup': 4.062, '8oz': 4.062, 'try': 4.0}"
21432,"{'dog': 8.083, 'treat': 4.083, 'teeth': 4.083, 'maltese': 4.083, 'make': 4.083, 'love': 4.083, 'know': 4.083, 'greenies': 4.083, 'good': 4.083, 'feel': 4.083, 'fav': 4.083, 'cleaning': 4.083, 'great': 4.0}"
142387,"{'natural': 8.038, 'think': 4.038, 'textured': 4.038, 'tasting': 4.038, 'soup': 4.038, 'soft': 4.038, 'right': 4.038, 'rice': 4.038, 'riccota': 4.038, 'peanut': 4.038, 'original': 4.038, 'nectar': 4.038, 'great': 8.077, 'go': 4.038, 'flavor': 4.038, 'eat': 4.038, 'crisp': 4.038, 'cracklebred': 4.038, 'cracker': 4.038, 'cheese': 4.038, 'cashewe': 4.038, 'butter': 8.077, 'best': 4.038, 'anough': 4.038, 'good': 4.0}"
548524,"{'use': 8.083, 'well': 4.083, 'type': 4.083, 'one': 4.083, 'odor': 4.083, 'many': 4.083, 'litter': 4.083, 'favorite': 4.083, 'different': 4.083, 'control': 4.083, 'clump': 4.083, 'cat': 4.083, 'lack': 4.0}"
267121,"{'graham': 12.061, 'well': 4.03, 'unbelievable': 4.03, 'taste': 4.03, 'spread': 8.061, 'satisfy': 4.03, 'process': 4.03, 'pleasant': 4.03, 'mail': 4.03, 'little': 4.03, 'last': 4.03, 'kind': 4.03, 'initially': 4.03, 'however': 4.03, 'hard': 4.03, 'expect': 4.03, 'every': 4.03, 'enjoy': 8.061, 'crispy': 4.03, 'cracker': 20.152, 'butter': 8.061, 'broken': 8.061, 'arrive': 8.061, 'bite': 4.0}"
339661,"{'agree': 8.014, 'well': 12.043, 'undercooking': 4.014, 'tuna': 4.014, 'together': 4.014, 'thing': 4.014, 'texture': 4.014, 'taste': 8.029, 'supermarket': 4.014, 'statement': 4.014, 'spaghetti': 20.071, 'sit': 4.014, 'sauce': 20.071, 'rinse': 4.014, 'review': 4.014, 'regular': 4.014, 'quality': 4.014, 'product': 8.029, 'prepare': 4.014, 'pot': 8.029, 'post': 4.014, 'original': 4.014, 'one': 4.014, 'often': 4.014, 'mixed': 4.014, 'mix': 4.014, 'minute': 4.014, 'mention': 4.014, 'meat': 4.014, 'meal': 4.014, 'many': 4.014, 'make': 4.014, 'line': 4.014, 'like': 12.043, 'let': 4.014, 'leave': 4.014, 'hold': 4.014, 'heat': 4.014, 'hate': 4.014, 'good': 8.029, 'go': 4.014, 'finish': 4.014, 'fast': 4.014, 'far': 4.014, 'expect': 4.014, 'eat': 4.014, 'drain': 4.014, 'disappointed': 4.014, 'cover': 4.014, 'characteristic': 4.014, 'bottom': 4.014, 'base': 4.014, 'anything': 4.014, 'alot': 4.014, 'plate': 4.0}"
382806,"{'high': 8.056, 'totally': 8.111, 'tiramisu': 4.056, 'taste': 4.056, 'syrup': 4.056, 'product': 4.056, 'ordinary': 4.056, 'old': 4.056, 'make': 4.056, 'like': 4.056, 'ingredient': 4.056, 'fructose': 4.056, 'dry': 4.056, 'disappoint': 4.056, 'desert': 4.056, 'corn': 4.056, 'bake': 4.056, 'unrecommended': 4.0}"
88709,"{'tried': 8.015, 'water': 12.045, 'want': 4.015, 'use': 8.03, 'tbsp': 8.03, 'tasting': 4.015, 'subscribe': 4.015, 'storage': 4.015, 'several': 4.015, 'see': 4.015, 'save': 4.015, 'recently': 4.015, 'ratio': 12.045, 'probably': 4.015, 'powder': 8.03, 'per': 8.03, 'oz': 8.03, 'option': 4.015, 'mixed': 4.015, 'milk': 20.076, 'make': 12.045, 'level': 4.015, 'less': 4.015, 'husband': 4.015, 'however': 4.015, 'heap': 4.015, 'good': 4.015, 'gallon': 8.03, 'full': 4.015, 'food': 4.015, 'fat': 4.015, 'even': 4.015, 'equal': 4.015, 'direction': 8.03, 'different': 8.03, 'cup': 12.045, 'creamy': 8.03, 'consider': 4.015, 'call': 4.015, 'c': 8.03, 'brand': 4.015, 'best': 4.015, 'bad': 4.015, 'accord': 4.015, 'expensive': 4.0}"
91852,"{'purchase': 12.167, 'use': 4.083, 'reliable': 4.083, 'product': 8.167, 'past': 4.083, 'particular': 4.083, 'lunch': 4.083, 'gift': 4.083, 'easy': 4.083, 'daughter': 4.083, 'take': 4.0}"
29288,"{'lover': 8.009, 'whole': 4.009, 'whirley': 8.018, 'well': 8.018, 'week': 4.009, 'way': 4.009, 'variety': 4.009, 'value': 8.018, 'use': 4.009, 'time': 8.018, 'three': 4.009, 'thanks': 4.009, 'taste': 12.028, 'ta': 4.009, 'system': 4.009, 'stove': 4.009, 'still': 4.009, 'special': 4.009, 'six': 4.009, 'similarly': 4.009, 'shipping': 4.009, 'run': 4.009, 'ruffage': 4.009, 'right': 4.009, 'really': 4.009, 'purchase': 4.009, 'psychologically': 4.009, 'produce': 4.009, 'probably': 8.018, 'price': 4.009, 'pretty': 4.009, 'popper': 8.018, 'popcorn': 20.046, 'pop': 4.009, 'planet': 4.009, 'people': 4.009, 'package': 12.028, 'overboard': 4.009, 'ounce': 8.018, 'order': 8.018, 'nuke': 4.009, 'northern': 4.009, 'much': 4.009, 'middle': 4.009, 'lotta': 4.009, 'little': 8.018, 'later': 4.009, 'large': 4.009, 'half': 4.009, 'greatness': 4.009, 'great': 24.055, 'good': 4.009, 'go': 12.028, 'get': 4.009, 'gamut': 4.009, 'find': 4.009, 'feel': 4.009, 'fade': 4.009, 'fad': 4.009, 'expensive': 4.009, 'eaten': 4.009, 'eat': 4.009, 'discover': 4.009, 'delight': 4.009, 'day': 4.009, 'course': 4.009, 'count': 4.009, 'could': 4.009, 'comparison': 4.009, 'cheap': 4.009, 'century': 4.009, 'cent': 4.009, 'case': 4.009, 'bit': 4.009, 'batch': 4.009, 'away': 4.009, 'another': 4.009, 'american': 8.018, 'amazon': 4.009, 'although': 4.009, 'along': 4.009, 'albeit': 4.009, 'air': 4.009, 'age': 4.009, 'come': 4.0}"
8252,"{'delicious': 8.1, 'wish': 4.1, 'salty': 4.1, 'safflower': 4.1, 'olive': 4.1, 'oil': 8.1, 'love': 4.1, 'instead': 4.1, 'food': 4.1, 'contains': 4.1}"
230299,"{'classic': 8.008, 'york': 12.023, 'year': 4.008, 'work': 4.008, 'winonna': 4.008, 'way': 4.008, 'wall': 4.008, 'try': 4.008, 'together': 4.008, 'tim': 12.023, 'thier': 4.008, 'thay': 12.023, 'stop': 4.008, 'stilll': 4.008, 'start': 4.008, 'see': 12.023, 'ryder': 4.008, 'return': 4.008, 'recommendation': 4.008, 'real': 4.008, 'play': 8.016, 'one': 4.008, 'nutty': 4.008, 'new': 16.031, 'name': 4.008, 'must': 4.008, 'move': 4.008, 'mistif': 8.016, 'micheal': 4.008, 'mayham': 8.016, 'make': 12.023, 'lydia': 8.016, 'love': 4.008, 'look': 4.008, 'listin': 4.008, 'life': 4.008, 'later': 4.008, 'keaton': 4.008, 'huge': 4.008, 'house': 4.008, 'help': 4.008, 'gremlinsgremlins': 4.008, 'great': 4.008, 'ghost': 24.047, 'get': 4.008, 'gena': 4.008, 'fun': 8.016, 'follow': 4.008, 'film': 8.016, 'fan': 8.016, 'family': 4.008, 'fall': 4.008, 'exosist': 4.008, 'exorsist': 4.008, 'effect': 4.008, 'easily': 8.016, 'dosn': 4.008, 'die': 4.008, 'davis': 4.008, 'daughter': 4.008, 'dark': 4.008, 'couple': 32.062, 'convence': 4.008, 'continue': 4.008, 'comedy': 4.008, 'chessy': 4.008, 'change': 4.008, 'cause': 4.008, 'car': 4.008, 'burton': 12.023, 'bring': 4.008, 'brilliantly': 12.023, 'bio': 8.016, 'best': 8.016, 'belive': 4.008, 'beetlejuice': 16.031, 'become': 4.008, 'batman': 8.016, 'batchmaskrocketmanoverall': 4.008, 'baldwin': 4.008, 'along': 4.008, 'alec': 4.008, 'afterwards': 8.016, 'accturall': 4.008, 'accedient': 4.008, 'rating': 4.0}"
390148,"{'veggie': 8.045, 'whole': 4.045, 'vegetable': 4.045, 'variety': 4.045, 'okra': 4.045, 'nut': 4.045, 'love': 4.045, 'kid': 4.045, 'great': 4.045, 'good': 4.045, 'flavorful': 4.045, 'fave': 4.045, 'even': 4.045, 'egg': 4.045, 'dry': 4.045, 'dairy': 4.045, 'crisp': 4.045, 'chip': 4.045, 'bag': 4.045, 'anyone': 4.045, 'also': 4.045, 'allergy': 4.045, 'free': 4.0}"
290537,"{'disappointed': 8.045, 'would': 4.045, 'taste': 4.045, 'raspberry': 12.091, 'paramount': 4.045, 'neither': 4.045, 'much': 8.091, 'make': 4.045, 'lover': 4.045, 'like': 4.045, 'good': 8.091, 'gevalia': 4.045, 'flavor': 4.045, 'expect': 4.045, 'coffee': 8.091, 'chocolate': 8.091, 'choco': 4.045}"
136519,"{'one': 8.1, 'worker': 4.1, 'try': 4.1, 'keurig': 4.1, 'house': 4.1, 'flavor': 4.1, 'first': 4.1, 'favorite': 4.1, 'cup': 4.1, 'co': 4.1, 'get': 4.0}"
154811,"{'love': 12.083, 'worry': 4.042, 'well': 4.042, 'tend': 4.042, 'take': 4.042, 'sneak': 4.042, 'snack': 8.083, 'provide': 4.042, 'pick': 4.042, 'one': 8.083, 'night': 4.042, 'late': 4.042, 'kid': 4.042, 'hike': 4.042, 'great': 4.042, 'go': 4.042, 'far': 4.042, 'eat': 4.042, 'drain': 4.042, 'crappy': 4.042, 'best': 4.042, 'opinion': 4.0}"
68986,"{'little': 8.04, 'year': 4.04, 'sweet': 4.04, 'six': 4.04, 'several': 4.04, 'satisfy': 4.04, 'pack': 4.04, 'old': 4.04, 'nut': 4.04, 'natural': 4.04, 'light': 4.04, 'lemon': 4.04, 'larabars': 4.04, 'keep': 4.04, 'hunger': 4.04, 'hour': 4.04, 'hard': 4.04, 'flavor': 4.04, 'find': 4.04, 'favorite': 4.04, 'far': 4.04, 'even': 4.04, 'enough': 4.04, 'craving': 4.04, 'bay': 4.04, 'like': 4.0}"
119181,"{'never': 8.02, 'year': 8.04, 'v8': 12.06, 'upon': 4.02, 'try': 4.02, 'tomato': 4.02, 'think': 8.04, 'tea': 4.02, 'stumble': 4.02, 'someone': 4.02, 'really': 4.02, 'quantity': 4.02, 'pomegranate': 8.04, 'past': 4.02, 'particular': 4.02, 'order': 4.02, 'one': 4.02, 'old': 4.02, 'mention': 4.02, 'market': 4.02, 'many': 4.02, 'love': 8.04, 'live': 4.02, 'line': 4.02, 'like': 4.02, 'juice': 12.06, 'however': 4.02, 'green': 4.02, 'grandson': 4.02, 'good': 4.02, 'give': 4.02, 'flavor': 4.02, 'find': 4.02, 'favorites': 4.02, 'drinker': 4.02, 'come': 4.02, 'bulk': 4.02, 'blueberry': 4.02, 'big': 4.02, 'always': 4.02, 'also': 4.02, 'allergy': 4.02, 'fan': 4.0}"
441767,"{'mio': 8.03, 'without': 4.03, 'whenever': 4.03, 'way': 4.03, 'water': 4.03, 'want': 4.03, 'wake': 4.03, 'use': 4.03, 'tea': 4.03, 'still': 4.03, 'squeeze': 4.03, 'something': 8.061, 'simple': 4.03, 'satisfy': 4.03, 'pantry': 4.03, 'mint': 4.03, 'mess': 4.03, 'little': 4.03, 'lemon': 4.03, 'leave': 4.03, 'least': 4.03, 'front': 4.03, 'free': 4.03, 'flavor': 4.03, 'fix': 4.03, 'fine': 4.03, 'find': 4.03, 'calorie': 4.03, 'caffeine': 4.03, 'bottle': 4.03, 'bit': 4.03, 'besides': 4.03, 'drink': 4.0}"
528727,"{'taste': 8.038, 'well': 4.038, 'use': 4.038, 'turkey': 4.038, 'still': 8.077, 'sorry': 4.038, 'since': 4.038, 'review': 4.038, 'quite': 4.038, 'purchase': 4.038, 'original': 4.038, 'orgin': 4.038, 'one': 4.038, 'north': 4.038, 'name': 4.038, 'move': 4.038, 'long': 4.038, 'likely': 4.038, 'last': 4.038, 'good': 8.077, 'go': 4.038, 'country': 4.038, 'candy': 4.038, 'amazon': 4.038, 'though': 4.0}"
63325,"{'coffee': 16.0, 'worth': 4.0, 'well': 4.0, 'urge': 4.0, 'taste': 8.0, 'take': 4.0, 'stock': 4.0, 'size': 4.0, 'sip': 4.0, 'sharp': 4.0, 'shake': 8.0, 'say': 4.0, 'really': 4.0, 'portable': 4.0, 'pop': 4.0, 'perfect': 4.0, 'open': 4.0, 'one': 4.0, 'jolt': 4.0, 'give': 4.0, 'get': 4.0, 'fridge': 8.0, 'energy': 4.0, 'delicious': 8.0, 'cost': 4.0, 'convenience': 4.0}"
265926,"{'purchased': 8.03, 'whirley': 8.061, 'well': 4.03, 'two': 4.03, 'truly': 4.03, 'theater': 4.03, 'taste': 4.03, 'really': 4.03, 'real': 4.03, 'purchase': 4.03, 'product': 4.03, 'popcorn': 12.091, 'pop': 12.091, 'pack': 4.03, 'nearly': 4.03, 'movie': 4.03, 'might': 4.03, 'maker': 4.03, 'kernel': 4.03, 'great': 8.061, 'go': 4.03, 'get': 8.061, 'every': 4.03, 'consider': 4.03, 'close': 4.03, 'along': 4.03, 'together': 4.0}"
136244,"{'far': 12.015, 'worth': 4.007, 'week': 4.007, 'use': 4.007, 'two': 4.007, 'torn': 4.007, 'top': 4.007, 'tight': 8.015, 'throw': 4.007, 'thoroughly': 4.007, 'tear': 4.007, 'taste': 8.015, 'suffer': 4.007, 'suck': 4.007, 'subscription': 12.022, 'store': 4.007, 'stock': 4.007, 'stick': 28.051, 'squeeze': 8.015, 'sodium': 4.007, 'slip': 4.007, 'sling': 4.007, 'side': 4.007, 'shipping': 4.007, 'shipment': 4.007, 'set': 4.007, 'row': 4.007, 'route': 4.007, 'robot': 8.015, 'repackage': 4.007, 'rectangular': 4.007, 'receive': 8.015, 'purchase': 8.015, 'pull': 4.007, 'protein': 4.007, 'press': 4.007, 'perforation': 4.007, 'perforate': 4.007, 'people': 4.007, 'pay': 4.007, 'past': 8.015, 'packaging': 4.007, 'pack': 4.007, 'open': 8.015, 'offer': 4.007, 'much': 4.007, 'month': 24.044, 'miss': 8.015, 'meaty': 4.007, 'meat': 12.022, 'make': 4.007, 'loss': 4.007, 'look': 4.007, 'like': 4.007, 'lead': 4.007, 'kid': 4.007, 'keep': 4.007, 'however': 4.007, 'high': 4.007, 'half': 4.007, 'grab': 4.007, 'good': 4.007, 'get': 8.015, 'first': 4.007, 'feel': 4.007, 'fear': 4.007, 'fat': 4.007, 'fairly': 4.007, 'enjoy': 4.007, 'edge': 4.007, 'easily': 4.007, 'display': 4.007, 'credit': 4.007, 'continue': 4.007, 'consequently': 4.007, 'conjecture': 4.007, 'complaint': 4.007, 'complain': 12.022, 'company': 4.007, 'come': 4.007, 'choose': 4.007, 'check': 4.007, 'cause': 4.007, 'cant': 4.007, 'cancel': 4.007, 'calories': 4.007, 'call': 4.007, 'buy': 4.007, 'break': 4.007, 'box': 48.088, 'barely': 4.007, 'ban': 4.007, 'arrive': 4.007, 'amazon': 4.007, 'also': 8.015, 'aggravate': 4.007, '5g': 4.007, 'back': 4.0}"
97290,"{'find': 8.062, 'whole': 4.062, 'throughout': 4.062, 'sweetener': 4.062, 'nice': 4.062, 'milk': 4.062, 'light': 4.062, 'hold': 8.125, 'hard': 4.062, 'flavored': 4.062, 'flavor': 4.062, 'drink': 4.062, 'decaffeinated': 4.062, 'coffee': 8.125, 'pot': 4.0}"
491483,"{'brand': 8.033, 'touch': 4.033, 'toothpick': 4.033, 'time': 4.033, 'though': 4.033, 'supply': 4.033, 'spice': 4.033, 'someone': 4.033, 'small': 4.033, 'selection': 4.033, 'seem': 4.033, 'sauce': 4.033, 'perfect': 4.033, 'one': 4.033, 'melt': 4.033, 'market': 4.033, 'make': 4.033, 'life': 8.033, 'great': 4.033, 'gift': 4.033, 'face': 4.033, 'even': 4.033, 'dominate': 4.033, 'case': 4.033, 'buy': 4.033, 'btw': 4.033, 'bottle': 8.067, 'also': 4.033, 'advise': 4.033}"
148269,"{'recently': 8.025, 'worth': 4.025, 'within': 4.025, 'whiter': 4.025, 'week': 4.025, 'vitamin': 4.025, 'twice': 4.025, 'totally': 4.025, 'teeth': 4.025, 'switch': 4.025, 'soft': 4.025, 'shiba': 4.025, 'recipe': 8.05, 'puppy': 4.025, 'nutrient': 4.025, 'never': 4.025, 'need': 4.025, 'nature': 8.05, 'much': 12.075, 'mineral': 4.025, 'many': 4.025, 'little': 4.025, 'list': 4.025, 'leave': 4.025, 'ingredient': 4.025, 'get': 4.025, 'feel': 4.025, 'eye': 4.025, 'expensive': 4.025, 'confident': 4.025, 'coat': 4.025, 'buffalo': 4.025, 'brighter': 4.025, 'blue': 16.075}"
105633,"{'gift': 8.2, 'report': 4.2, 'delicious': 4.2, 'back': 4.2, 'absolutely': 4.2, 'love': 4.0}"
259160,"{'month': 8.059, 'young': 4.059, 'wish': 4.059, 'old': 4.059, 'natural': 4.059, 'love': 4.059, 'great': 4.059, 'fruit': 4.059, 'far': 4.059, 'delicious': 4.059, 'come': 4.059, 'child': 4.059, 'chewy': 4.059, 'chew': 4.059, 'bit': 4.059, 'best': 4.059, 'across': 4.059, 'cheap': 4.0}"
440041,"{'repeat': 8.2, 'seller': 4.2, 'fast': 4.2, 'customer': 4.2, 'best': 4.2, 'shipping': 4.0}"
399996,"{'calorie': 20.0, 'would': 4.0, 'work': 4.0, 'wife': 12.0, 'vine': 4.0, 'versus': 4.0, 'use': 4.0, 'two': 4.0, 'tradeoff': 4.0, 'test': 4.0, 'taste': 4.0, 'take': 8.0, 'sweeten': 4.0, 'sweet': 4.0, 'summary': 4.0, 'sugar': 8.0, 'subscribe': 4.0, 'star': 4.0, 'sign': 4.0, 'show': 4.0, 'shipment': 4.0, 'serve': 4.0, 'selling': 4.0, 'school': 4.0, 'save': 4.0, 'rich': 4.0, 'review': 12.0, 'remind': 4.0, 'regular': 4.0, 'reason': 4.0, 'rbst': 4.0, 'rating': 4.0, 'program': 8.0, 'preservative': 4.0, 'point': 8.0, 'picture': 4.0, 'per': 8.0, 'part': 4.0, 'ounces': 4.0, 'ou': 4.0, 'opportunity': 4.0, 'offer': 4.0, 'need': 4.0, 'natural': 4.0, 'much': 8.0, 'milliliter': 4.0, 'milligram': 4.0, 'milkshake': 4.0, 'milk': 4.0, 'might': 4.0, 'low': 4.0, 'live': 4.0, 'like': 4.0, 'light': 4.0, 'label': 4.0, 'kosher': 4.0, 'kid': 4.0, 'kick': 4.0, 'japan': 4.0, 'issimo': 16.0, 'involves': 4.0, 'information': 4.0, 'include': 4.0, 'immediately': 4.0, 'illy': 16.0, 'home': 4.0, 'highlight': 4.0, 'high': 4.0, 'happy': 4.0, 'grams': 4.0, 'gram': 4.0, 'friend': 4.0, 'free': 8.0, 'fluid': 4.0, 'flavor': 4.0, 'five': 4.0, 'feel': 4.0, 'fat': 4.0, 'fact': 4.0, 'expect': 4.0, 'enjoy': 4.0, 'else': 4.0, 'egrave': 4.0, 'drink': 8.0, 'disguise': 4.0, 'discount': 4.0, 'dinner': 4.0, 'delivers': 4.0, 'delicious': 4.0, 'conversation': 4.0, 'come': 8.0, 'coffee': 12.0, 'case': 4.0, 'cappuccino': 12.0, 'cannutritional': 4.0, 'caloric': 4.0, 'caffeine': 4.0, 'caff': 4.0, 'buy': 4.0, 'brand': 4.0, 'blend': 4.0, 'big': 4.0, 'beet': 4.0, 'arabica': 4.0, 'anywhere': 4.0, 'amazon': 12.0, 'also': 4.0, 'afternoon': 4.0, 'affordable': 4.0, 'adult': 4.0, 'add': 4.0}"
68922,"{'tried': 8.05, 'yet': 4.05, 'wal': 4.05, 'turn': 4.05, 'taste': 4.05, 'store': 4.05, 'start': 4.05, 'shelf': 4.05, 'regular': 4.05, 'mart': 4.05, 'make': 4.05, 'keeper': 4.05, 'grocery': 4.05, 'flavor': 4.05, 'far': 4.05, 'everything': 4.05, 'even': 4.05, 'easy': 4.05, 'awesome': 4.05, 'absolute': 4.05, 'item': 4.0}"
3953,"{'fall': 8.056, 'tea': 8.111, 'taste': 8.111, 'tannin': 4.056, 'take': 4.056, 'supercede': 4.056, 'smooth': 4.056, 'pg': 4.056, 'low': 4.056, 'love': 4.056, 'fanatic': 4.056, 'expectation': 4.056, 'british': 4.056, 'bitter': 4.056, 'awesome': 4.056, 'ashby': 4.056, 'tip': 4.0}"
27388,"{'tender': 8.071, 'yummy': 4.071, 'remind': 4.071, 'recommend': 4.071, 'product': 4.071, 'popcorn': 4.071, 'leave': 4.071, 'kernel': 4.071, 'coat': 4.071, 'cheetos': 4.071, 'cheese': 8.143, 'adheared': 4.071, 'absolutely': 4.071, 'lover': 4.0}"
67398,"{'im': 8.016, 'yummy': 4.016, 'yes': 4.016, 'wrapper': 4.016, 'thats': 4.016, 'taste': 8.032, 'tart': 12.048, 'suggest': 4.016, 'store': 4.016, 'statement': 4.016, 'serving': 4.016, 'seriously': 4.016, 'seasonal': 4.016, 'say': 4.016, 'review': 4.016, 'recently': 4.016, 'pumpkin': 12.048, 'pumkin': 8.032, 'pop': 12.048, 'pie': 12.048, 'pck': 4.016, 'pastry': 4.016, 'online': 8.032, 'one': 4.016, 'ofcourse': 4.016, 'lover': 4.016, 'love': 4.016, 'list': 4.016, 'limit': 4.016, 'like': 12.048, 'last': 4.016, 'ive': 4.016, 'inless': 4.016, 'ingredient': 4.016, 'however': 4.016, 'grocery': 4.016, 'flavor': 12.048, 'favorite': 4.016, 'far': 4.016, 'expensive': 4.016, 'exactly': 4.016, 'edition': 4.016, 'eat': 4.016, 'delicious': 4.016, 'buying': 4.016, 'buy': 8.032, 'actually': 4.016, 'option': 4.0}"
355224,"{'look': 12.019, 'yes': 4.01, 'year': 4.01, 'word': 8.019, 'want': 4.01, 'version': 4.01, 'two': 4.01, 'spends': 4.01, 'special': 4.01, 'soda': 28.067, 'smart': 12.029, 'slightly': 4.01, 'sell': 4.01, 'say': 4.01, 'response': 8.01, 'reply': 4.01, 'refresh': 4.01, 'reduce': 4.01, 'realize': 4.01, 'rabbinical': 4.01, 'question': 12.029, 'purchase': 4.01, 'product': 12.029, 'procedure': 4.01, 'possible': 4.01, 'pop': 4.01, 'place': 4.01, 'per': 4.01, 'people': 4.01, 'pay': 4.01, 'pass': 4.01, 'order': 4.01, 'one': 8.019, 'non': 12.029, 'much': 8.019, 'means': 4.01, 'kosher': 32.077, 'jones': 24.058, 'jewish': 4.01, 'issue': 4.01, 'involve': 4.01, 'fee': 12.029, 'extra': 4.01, 'experience': 4.01, 'expect': 4.01, 'example': 4.01, 'even': 4.01, 'email': 16.038, 'elsewhere': 4.01, 'cover': 4.01, 'consumer': 12.029, 'come': 4.01, 'certified': 8.019, 'certification': 12.029, 'case': 4.01, 'base': 4.01, 'ask': 12.029, 'answer': 4.01, 'also': 4.01, 'alec': 12.029}"
132432,"{'bialetti': 16.0, 'yet': 4.0, 'would': 4.0, 'without': 4.0, 'want': 4.0, 'use': 8.0, 'try': 8.0, 'tried': 4.0, 'top': 4.0, 'taste': 4.0, 'strong': 4.0, 'stove': 4.0, 'smooth': 4.0, 'say': 4.0, 'recommend': 4.0, 'quite': 4.0, 'personally': 4.0, 'ocho': 4.0, 'mokka': 4.0, 'miami': 4.0, 'make': 4.0, 'machine': 4.0, 'great': 4.0, 'good': 4.0, 'get': 4.0, 'favor': 4.0, 'fantastically': 4.0, 'espresso': 12.0, 'cup': 4.0, 'crema': 4.0, 'commercially': 4.0, 'commercial': 4.0, 'coffee': 16.0, 'calle': 4.0, 'cafecito': 4.0, 'brikka': 12.0, 'available': 4.0}"
384411,"{'big': 8.011, 'zatarain': 8.021, 'whopping': 4.011, 'way': 4.011, 'value': 4.011, 'use': 4.011, 'together': 4.011, 'three': 4.011, 'third': 4.011, 'terribly': 4.011, 'terrible': 4.011, 'term': 4.011, 'suggest': 4.011, 'still': 4.011, 'star': 4.011, 'spice': 4.011, 'sodium': 8.021, 'serving': 4.011, 'serve': 8.021, 'separate': 4.011, 'seasoning': 8.021, 'season': 4.011, 'say': 4.011, 'salty': 4.011, 'salt': 4.011, 'rice': 4.011, 'review': 4.011, 'regular': 4.011, 'recommend': 4.011, 'product': 4.011, 'percent': 4.011, 'per': 12.032, 'oregano': 4.011, 'order': 4.011, 'one': 8.021, 'nutrition': 4.011, 'much': 4.011, 'mix': 8.021, 'mine': 4.011, 'meat': 4.011, 'make': 4.011, 'like': 4.011, 'jambalaya': 4.011, 'inventive': 4.011, 'instead': 4.011, 'impressed': 4.011, 'half': 8.021, 'ground': 4.011, 'flavor': 8.021, 'finally': 4.011, 'fact': 4.011, 'even': 4.011, 'equivalent': 4.011, 'either': 8.021, 'edible': 4.011, 'dish': 4.011, 'discard': 4.011, 'difficult': 4.011, 'decide': 4.011, 'daily': 4.011, 'cube': 4.011, 'cooking': 4.011, 'contain': 8.021, 'complaint': 4.011, 'comparison': 4.011, 'come': 12.032, 'clump': 4.011, 'chicken': 8.021, 'box': 8.021, 'bouillon': 4.011, 'beef': 4.011, 'basil': 4.011, 'basically': 4.011, 'apology': 4.011, 'anyway': 4.011, 'amount': 4.011, 'add': 4.011, '980mg': 4.011, 'guess': 4.0}"
95141,"{'oil': 8.062, 'use': 4.062, 'taste': 8.062, 'salad': 8.125, 'really': 4.062, 'prefer': 4.062, 'outstanding': 4.062, 'oomph': 4.062, 'kick': 4.062, 'give': 4.062, 'flavor': 4.062, 'extra': 4.062, 'delicious': 4.062, 'cook': 4.062, 'basil': 4.062}"
209330,"{'never': 8.019, 'want': 4.019, 'version': 4.019, 'unusual': 8.038, 'typical': 4.019, 'turkish': 8.038, 'try': 4.019, 'treat': 8.038, 'sugar': 4.019, 'starch': 4.019, 'solid': 4.019, 'soft': 4.019, 'since': 8.038, 'similar': 4.019, 'seem': 4.019, 'say': 8.038, 'sampler': 4.019, 'reasonable': 4.019, 'probably': 4.019, 'price': 4.019, 'order': 4.019, 'might': 4.019, 'lewis': 4.019, 'jelly': 4.019, 'jello': 4.019, 'giant': 4.019, 'fun': 4.019, 'four': 4.019, 'flavor': 12.057, 'fan': 4.019, 'family': 4.019, 'entire': 4.019, 'enjoyable': 4.019, 'enjoy': 4.019, 'end': 4.019, 'delight': 8.038, 'consistency': 4.019, 'compare': 4.019, 'candy': 8.038, 'c': 4.019, 'bring': 4.019, 'basically': 4.019, 'always': 4.019, 'alternative': 4.019, 'party': 4.0}"
